Customer_ID,Customer_Name,Gender,Age,County,Town,Customer_Segment,Registration_Date
CUST00073,Dennis Hassan,Male,57,Machakos,Machakos,Retail,2026-02-03
CUST00074,Hassan Wanjiku,Female,33,Nairobi,Kasarani,Retail,2022-07-29
CUST00075,Jane Otieno,Male,54,Nairobi,Lang'ata,Retail,2023-08-07
CUST00076,Ann Wanjiku,Female,23,Kiambu,Ruiru,Retail,2025-12-12
CUST00077,Beatrice Wanjiku,Female,59,Kajiado,Kitengela,Retail,2024-01-30
CUST00078,Joseph Wafula,Female,23,Kajiado,Kitengela,Retail,2024-04-30
CUST00079,David Mutua,Female,35,Uasin Gishu,Eldoret,Retail,2025-01-06
CUST00080,Joseph Wafula,Male,33,Uasin Gishu,Eldoret,Loyal,2022-02-13
CUST00081,Caroline Wekesa,Female,25,Nakuru,Nakuru,Retail,2023-01-25
CUST00082,John Otieno,Female,28,Mombasa,Likoni,Retail,2025-06-18
CUST00083,Esther Mutua,Male,45,Kajiado,Kitengela,Retail,2024-06-12
CUST00084,Hassan Kariuki,Male,53,Nairobi,Kasarani,Loyal,2026-07-13
CUST00085,Diana Wafula,Female,24,Nyeri,Nyeri,Retail,2026-04-22
CUST00086,Aisha Odhiambo,Female,55,Kiambu,Thika,Retail,2025-09-18
CUST00087,Kevin Muthoni,Female,59,Kajiado,Kitengela,Loyal,2023-08-17
CUST00088,Mercy Ochieng,Male,45,Kajiado,Kitengela,Retail,2023-07-08
CUST00089,Faith Akinyi,Female,60,Nairobi,Kasarani,Retail,2025-01-03
CUST00090,Ann Karanja,Female,32,Nairobi,Embakasi,Retail,2024-01-06
CUST00091,Caroline Barasa,Male,43,Mombasa,Likoni,Retail,2023-03-13
CUST00092,James Ochieng,Male,20,Nairobi,Kasarani,Retail,2023-07-17
CUST00093,Grace Mutua,Female,32,Nakuru,Nakuru,Retail,2024-05-15
CUST00094,Esther Maina,Female,67,Nairobi,Embakasi,Retail,2022-03-12
CUST00095,Jane Kariuki,Female,56,Mombasa,Nyali,Retail,2025-06-21
CUST00096,David Mwangi,Female,58,Mombasa,Nyali,Loyal,2023-01-01
CUST00097,Jane Hassan,Male,46,Kajiado,Kitengela,Retail,2022-01-31
CUST00098,George Akinyi,Male,45,Nakuru,Nakuru,Wholesale,2023-11-06
CUST00099,Kevin Barasa,Female,32,Nyeri,Nyeri,Retail,2025-05-13
CUST00100,Esther Wekesa,Male,48,Nyeri,Nyeri,Retail,2026-06-22
CUST00101,Joseph Njuguna,Female,33,Nairobi,Kasarani,Retail,2022-07-02
CUST00102,Mary Muthoni,Female,60,Nakuru,Nakuru,Retail,2022-09-13
CUST00103,Beatrice Mutua,Female,18,Uasin Gishu,Eldoret,Retail,2024-01-26
CUST00104,Peter Ochieng,Male,67,Kiambu,Thika,Retail,2022-02-03
CUST00105,Irene Maina,Male,31,Nairobi,Lang'ata,Retail,2022-07-21
CUST00106,David Otieno,Male,51,Nyeri,Nyeri,Retail,2022-11-28
CUST00107,Martin Mutua,Female,52,Nairobi,Westlands,Loyal,2025-04-04
CUST00108,Brian Ochieng,Female,54,Nairobi,Kasarani,Loyal,2025-07-22
CUST00109,Joy Kariuki,Male,33,Nairobi,Embakasi,Wholesale,2024-11-12
CUST00110,Hassan Odhiambo,Female,58,Machakos,Machakos,Retail,2024-03-05
CUST00111,Fatma Wekesa,Female,64,Nairobi,Lang'ata,Wholesale,2024-06-13
CUST00112,Esther Maina,Male,60,Mombasa,Likoni,Retail,2024-06-12
CUST00113,Aisha Wambua,Female,42,Meru,Meru,Retail,2022-10-07
CUST00114,George Mutua,Female,65,Kiambu,Kiambu,Retail,2023-11-22
CUST00115,Mary Chebet,Female,32,Kiambu,Thika,Retail,2024-07-04
CUST00116,Aisha Ochieng,Male,34,Machakos,Machakos,Retail,2022-02-25
CUST00117,Ali Wekesa,Female,41,Nairobi,Kasarani,Retail,2025-12-02
CUST00118,Dennis Kiptoo,Male,40,Meru,Meru,Retail,2023-03-10
CUST00119,Peter Wekesa,Male,42,Kisumu,Kisumu,Retail,2025-07-27
CUST00120,Ann Karanja,Female,27,Kisumu,Kisumu,Retail,2024-06-24
CUST00121,Aisha Hassan,Male,43,Nairobi,Kasarani,Retail,2025-12-13
CUST00122,Ali Wambua,Female,22,Meru,Meru,Loyal,2023-09-13
CUST00123,Dennis Mutua,Male,51,Kajiado,Kitengela,Loyal,2023-03-20
CUST00124,Mary Wambua,Female,55,Kajiado,Kitengela,Retail,2025-12-17
CUST00125,Hassan Ochieng,Female,54,Kiambu,Thika,Retail,2025-06-03
CUST00126,Cynthia Atieno,Female,50,Nairobi,Westlands,Loyal,2024-12-07
CUST00127,Diana Kiptoo,Male,62,Nyeri,Nyeri,Retail,2025-01-11
CUST00128,Beatrice Jepkoech,Female,20,Machakos,Machakos,Retail,2026-04-01
CUST00129,John Karanja,Male,34,Kisumu,Kisumu,Wholesale,2026-03-13
CUST00130,Jane Muthoni,Male,35,Uasin Gishu,Eldoret,Loyal,2025-06-08
CUST00131,Mary Otieno,Male,19,Nairobi,Westlands,Retail,2026-03-22
CUST00132,Faith Mbugua,Male,55,Kajiado,Kitengela,Loyal,2022-08-23
CUST00133,Jambo Enterprises,Company,,Meru,Meru,Corporate,2025-01-06
CUST00134,Grace Mwangi,Male,20,Nairobi,Kasarani,Retail,2026-06-06
CUST00135,Joseph Barasa,Female,18,Nairobi,Westlands,Retail,2023-07-27
CUST00136,Caroline Ochieng,Male,37,Kiambu,Kiambu,Retail,2024-08-01
CUST00137,Fatma Maina,Male,58,Nairobi,Westlands,Retail,2023-06-21
CUST00138,Cynthia Njeri,Female,37,Kajiado,Kitengela,Retail,2025-05-31
CUST00139,Cynthia Wekesa,Male,46,Nairobi,Embakasi,Retail,2024-08-05
CUST00140,Ann Wambua,Female,25,Kajiado,Kitengela,Loyal,2025-03-28
CUST00141,Caroline Ochieng,Female,64,Kakamega,Kakamega,Retail,2023-10-06
CUST00142,Beatrice Mwangi,Female,20,Mombasa,Likoni,Loyal,2023-11-15
CUST00143,Joy Wekesa,Male,19,Kiambu,Thika,Retail,2026-05-22
CUST00144,Jane Ochieng,Female,23,Kiambu,Kiambu,Retail,2023-09-11
CUST00145,David Njuguna,Female,62,Nairobi,Embakasi,Retail,2025-09-28
CUST00146,Dennis Karanja,Female,62,Kiambu,Kiambu,Loyal,2023-11-07
CUST00147,David Kiptoo,Male,18,Nakuru,Nakuru,Loyal,2023-08-18
CUST00148,Ann Mbugua,Male,62,Meru,Meru,Retail,2026-06-19
CUST00149,Sharon Karanja,Male,53,Uasin Gishu,Eldoret,Retail,2023-12-12
CUST00150,John Wafula,Female,47,Nakuru,Nakuru,Loyal,2024-09-11
CUST00151,Caroline Akinyi,Female,24,Machakos,Machakos,Loyal,2022-03-30
CUST00152,Sharon Barasa,Male,48,Kiambu,Ruiru,Retail,2023-12-09
CUST00153,Ali Musyoka,Female,37,Machakos,Machakos,Retail,2024-05-06
CUST00154,Faith Otieno,Male,26,Kisumu,Kisumu,Loyal,2024-11-17
CUST00155,Lucy Kiptoo,Male,43,Nakuru,Nakuru,Wholesale,2025-06-22
CUST00156,Imara Solutions,Company,,Nairobi,Kasarani,Corporate,2026-01-19
CUST00157,Mercy Kiptoo,Male,58,Mombasa,Nyali,Loyal,2026-05-28
CUST00158,Ali Musyoka,Male,65,Machakos,Machakos,Retail,2024-03-13
CUST00159,David Barasa,Female,19,Nyeri,Nyeri,Retail,2025-02-02
CUST00160,Hassan Muthoni,Female,58,Nairobi,Kasarani,Retail,2026-03-29
CUST00161,Mwangaza Stores,Company,,Mombasa,Nyali,Corporate,2024-02-12
CUST00162,Peter Karanja,Female,63,Mombasa,Likoni,Retail,2023-03-27
CUST00163,Ann Hassan,Male,67,Kisumu,Kisumu,Loyal,2024-01-24
CUST00164,John Kariuki,Female,22,Kiambu,Thika,Retail,2026-02-13
CUST00165,John Wafula,Female,58,Nyeri,Nyeri,Retail,2023-10-31
CUST00166,Irene Njeri,Female,51,Nakuru,Nakuru,Retail,2026-01-10
CUST00167,Mercy Kamau,Female,54,Uasin Gishu,Eldoret,Wholesale,2025-06-06
CUST00168,Aisha Wafula,Female,64,Mombasa,Likoni,Retail,2024-09-10
CUST00169,David Maina,Male,19,Mombasa,Likoni,Retail,2024-09-29
CUST00170,Ali Kiptoo,Female,62,Kiambu,Thika,Retail,2025-07-26
CUST00171,Lucy Kiptoo,Male,58,Meru,Meru,Retail,2022-11-21
CUST00172,Jambo Traders,Company,,Meru,Meru,SME,2023-02-22
CUST00173,Sharon Kiprotich,Male,52,Mombasa,Likoni,Loyal,2022-09-04
CUST00174,Diana Kiprotich,Male,39,Mombasa,Nyali,Retail,2023-07-11
CUST00175,David Kiptoo,Female,30,Meru,Meru,Retail,2025-08-01
CUST00176,Martin Akinyi,Male,68,Nairobi,Embakasi,Loyal,2022-12-27
CUST00177,Mary Musyoka,Male,56,Nairobi,Embakasi,Retail,2023-07-13
CUST00178,Victor Kiprotich,Female,29,Nairobi,Embakasi,Retail,2022-03-27
CUST00179,Caroline Wekesa,Female,50,Kajiado,Kitengela,Retail,2025-11-23
CUST00180,Victor Njuguna,Female,43,Nairobi,Embakasi,Wholesale,2022-12-19
CUST00181,Fatma Njeri,Female,25,Kakamega,Kakamega,Loyal,2024-03-30
CUST00182,Twiga Enterprises,Company,,Machakos,Machakos,SME,2022-03-02
CUST00183,Esther Wanjiku,Female,59,Kiambu,Kiambu,Wholesale,2023-02-19
CUST00184,Twiga Supplies,Company,,Nairobi,Lang'ata,SME,2023-10-17
CUST00185,Victor Kamau,Female,43,Nairobi,Kasarani,Retail,2023-08-02
CUST00186,Samuel Kariuki,Female,27,Nairobi,Lang'ata,Retail,2024-06-05
CUST00187,Diana Odhiambo,Male,38,Nakuru,Nakuru,Retail,2024-07-27
CUST00188,Fatma Musyoka,Female,30,Mombasa,Nyali,Loyal,2023-11-30
CUST00189,Cynthia Odhiambo,Male,45,Nakuru,Nakuru,Retail,2025-12-24
CUST00190,Kevin Muthoni,Female,53,Nairobi,Lang'ata,Retail,2026-05-02
CUST00191,George Jepkoech,Male,55,Nyeri,Nyeri,Retail,2023-05-14
CUST00192,Martin Hassan,Female,23,Nairobi,Lang'ata,Retail,2025-02-12
CUST00193,George Jepkoech,Female,47,Mombasa,Nyali,Retail,2026-07-20
CUST00194,Mwangaza Supplies,Company,,Nairobi,Westlands,SME,2025-02-04
CUST00195,Sharon Barasa,Female,23,Kajiado,Kitengela,Retail,2022-09-12
CUST00196,Esther Kariuki,Male,55,Nairobi,Kasarani,Retail,2025-11-28
CUST00197,Hassan Muthoni,Female,44,Kiambu,Kiambu,Retail,2022-08-10
CUST00198,Caroline Mbugua,Female,30,Nairobi,Lang'ata,Retail,2024-04-15
CUST00199,Aisha Wafula,Female,40,Machakos,Machakos,Retail,2022-03-02
CUST00200,Brian Kamau,Female,63,Mombasa,Likoni,Retail,2025-12-18
CUST00201,Kevin Mwangi,Female,30,Mombasa,Nyali,Retail,2023-02-27
CUST00202,David Odhiambo,Male,18,Mombasa,Nyali,Loyal,2022-08-24
CUST00203,Peter Hassan,Male,52,Nairobi,Westlands,Wholesale,2022-04-27
CUST00204,Irene Kamau,Male,45,Uasin Gishu,Eldoret,Retail,2022-06-13
CUST00205,James Maina,Female,43,Kisumu,Kisumu,Wholesale,2025-05-26
CUST00206,Caroline Kiptoo,Male,45,Mombasa,Likoni,Retail,2025-12-15
CUST00207,Aisha Wanjiku,Female,41,Nairobi,Lang'ata,Retail,2023-12-27
CUST00208,Ufanisi Ltd,Company,,Kisumu,Kisumu,SME,2022-02-18
CUST00209,Victor Atieno,Female,31,Nairobi,Lang'ata,Retail,2023-12-03
CUST00210,Mary Karanja,Male,47,Uasin Gishu,Eldoret,Retail,2024-07-26
CUST00211,Faith Jepkoech,Male,45,Mombasa,Nyali,Retail,2022-09-10
CUST00212,Samuel Maina,Female,29,Mombasa,Likoni,Wholesale,2024-09-18
CUST00213,Joseph Kariuki,Female,46,Kiambu,Thika,Retail,2022-01-06
CUST00214,Beatrice Jepkoech,Male,18,Kakamega,Kakamega,Retail,2025-04-26
CUST00215,Ali Njeri,Female,44,Uasin Gishu,Eldoret,Retail,2023-11-20
CUST00216,Grace Kamau,Female,42,Kajiado,Kitengela,Loyal,2025-06-23
CUST00217,George Kiptoo,Female,40,Kiambu,Thika,Retail,2026-01-19
CUST00218,James Wekesa,Female,55,Mombasa,Likoni,Retail,2022-12-20
CUST00219,Irene Odhiambo,Male,19,Kiambu,Ruiru,Retail,2023-09-14
CUST00220,Jane Mwangi,Female,24,Nairobi,Embakasi,Retail,2023-05-07
CUST00221,Mercy Wanjiku,Male,43,Nairobi,Westlands,Loyal,2025-10-08
CUST00222,Dennis Kiprotich,Male,25,Nairobi,Kasarani,Retail,2022-03-25
CUST00223,Irene Hassan,Male,68,Kiambu,Kiambu,Retail,2022-07-11
CUST00224,Beatrice Odhiambo,Female,43,Mombasa,Likoni,Wholesale,2024-08-10
CUST00225,Victor Kiprotich,Male,66,Nairobi,Westlands,Loyal,2026-07-02
CUST00226,Joy Kiptoo,Male,23,Nakuru,Nakuru,Retail,2022-01-07
CUST00227,Mercy Muthoni,Female,57,Kiambu,Thika,Retail,2023-10-01
CUST00228,Samuel Ochieng,Male,20,Mombasa,Likoni,Retail,2026-04-19
CUST00229,Peter Jepkoech,Male,62,Meru,Meru,Retail,2022-07-09
CUST00230,Cynthia Atieno,Female,40,Uasin Gishu,Eldoret,Retail,2022-10-17
CUST00231,Fatma Otieno,Male,26,Meru,Meru,Wholesale,2023-02-19
CUST00232,Cynthia Chebet,Female,34,Nakuru,Nakuru,Retail,2023-12-13
CUST00233,Hassan Ochieng,Female,46,Kiambu,Thika,Retail,2023-06-09
CUST00234,Joy Wanjiku,Male,64,Mombasa,Likoni,Retail,2025-12-07
CUST00235,James Wafula,Male,45,Nairobi,Lang'ata,Retail,2023-12-06
CUST00236,Fatma Hassan,Female,23,Mombasa,Nyali,Retail,2025-04-10
CUST00237,Jambo Ltd,Company,,Nairobi,Embakasi,SME,2025-07-19
CUST00238,Faith Njuguna,Female,52,Nairobi,Westlands,Retail,2025-10-23
CUST00239,Ali Kariuki,Female,28,Kiambu,Kiambu,Loyal,2023-10-31
CUST00240,Jane Njeri,Female,50,Meru,Meru,Loyal,2025-09-19
CUST00241,Rafiki Ltd,Company,,Kiambu,Ruiru,SME,2024-01-26
CUST00242,Ann Wafula,Female,52,Kiambu,Kiambu,Retail,2023-01-18
CUST00243,Brian Barasa,Female,18,Nyeri,Nyeri,Loyal,2022-11-01
CUST00244,David Kiprotich,Female,44,Meru,Meru,Retail,2022-01-15
CUST00245,Grace Hassan,Male,47,Nakuru,Nakuru,Retail,2022-10-08
CUST00246,Joy Wambua,Male,21,Nairobi,Lang'ata,Retail,2025-12-01
CUST00247,Esther Njuguna,Female,19,Mombasa,Likoni,Loyal,2024-02-09
CUST00248,Lucy Njeri,Female,46,Nairobi,Lang'ata,Loyal,2026-07-26
CUST00249,Kevin Wafula,Female,19,Nairobi,Westlands,Retail,2024-03-24
CUST00250,Joseph Musyoka,Male,59,Mombasa,Nyali,Retail,2026-01-06
CUST00251,John Mwangi,Female,38,Kiambu,Kiambu,Loyal,2024-07-19
CUST00252,Brian Kiptoo,Male,66,Meru,Meru,Retail,2025-01-27
CUST00253,Peter Wambua,Female,38,Uasin Gishu,Eldoret,Retail,2023-11-20
CUST00254,Irene Atieno,Female,21,Mombasa,Likoni,Wholesale,2025-10-13
CUST00255,Samuel Atieno,Female,19,Mombasa,Likoni,Retail,2025-01-19
CUST00256,Cynthia Wanjiku,Female,25,Uasin Gishu,Eldoret,Loyal,2022-09-08
CUST00257,Ali Mwangi,Male,55,Mombasa,Likoni,Retail,2025-07-20
CUST00258,Irene Karanja,Female,23,Kisumu,Kisumu,Retail,2024-12-21
CUST00259,Joseph Mbugua,Female,32,Nakuru,Nakuru,Retail,2026-06-06
CUST00260,Esther Wanjiku,Male,64,Kiambu,Kiambu,Retail,2023-12-28
CUST00261,Peter Akinyi,Male,56,Nakuru,Nakuru,Retail,2025-05-09
CUST00262,James Mbugua,Female,18,Nakuru,Nakuru,Wholesale,2022-10-05
CUST00263,Joseph Odhiambo,Female,27,Mombasa,Nyali,Retail,2024-07-08
CUST00264,Victor Karanja,Female,48,Kisumu,Kisumu,Loyal,2022-03-19
CUST00265,Mary Kariuki,Female,25,Mombasa,Likoni,Loyal,2025-01-27
CUST00266,Diana Wanjiku,Female,53,Nyeri,Nyeri,Retail,2023-05-23
CUST00267,Aisha Wafula,Male,64,Nairobi,Embakasi,Retail,2022-04-14
CUST00268,Irene Njuguna,Female,37,Kakamega,Kakamega,Loyal,2024-01-08
CUST00269,Lucy Mbugua,Male,35,Machakos,Machakos,Retail,2024-04-26
CUST00270,George Chebet,Female,35,Nairobi,Kasarani,Loyal,2024-07-21
CUST00271,Ali Njeri,Female,40,Kisumu,Kisumu,Retail,2025-06-08
CUST00272,Lucy Kiptoo,Female,67,Nyeri,Nyeri,Retail,2022-09-18
CUST00273,Joseph Njuguna,Male,25,Nairobi,Kasarani,Retail,2025-01-08
CUST00274,Aisha Njuguna,Male,37,Kiambu,Thika,Retail,2024-04-30
CUST00275,Joy Barasa,Male,58,Nyeri,Nyeri,Retail,2024-07-09
CUST00276,Ali Njuguna,Male,51,Kiambu,Kiambu,Retail,2026-02-09
CUST00277,Aisha Maina,Male,39,Kiambu,Thika,Retail,2023-11-03
CUST00278,Faith Kiptoo,Male,56,Kisumu,Kisumu,Retail,2023-09-21
CUST00279,Fatma Ochieng,Male,59,Nairobi,Embakasi,Loyal,2025-09-28
CUST00280,Ann Wekesa,Female,45,Mombasa,Nyali,Retail,2025-02-05
CUST00281,Rafiki Enterprises,Company,,Mombasa,Likoni,Corporate,2026-03-24
CUST00282,Kevin Wambua,Male,61,Machakos,Machakos,Retail,2022-04-12
CUST00283,Ali Wekesa,Male,43,Mombasa,Likoni,Retail,2024-10-19
CUST00284,Peter Otieno,Female,29,Mombasa,Nyali,Loyal,2022-11-21
CUST00285,Kevin Wambua,Female,61,Meru,Meru,Retail,2024-03-18
CUST00286,James Chebet,Male,45,Mombasa,Nyali,Retail,2024-09-03
CUST00287,Joseph Kamau,Female,19,Uasin Gishu,Eldoret,Retail,2023-12-12
CUST00288,John Wambua,Male,31,Mombasa,Likoni,Loyal,2022-06-15
CUST00289,Mary Atieno,Male,22,Nairobi,Lang'ata,Retail,2025-10-14
CUST00290,Jane Wafula,Male,33,Kajiado,Kitengela,Retail,2026-01-21
CUST00291,Beatrice Karanja,Female,64,Nairobi,Kasarani,Retail,2026-04-04
CUST00292,Faith Muthoni,Male,62,Kisumu,Kisumu,Retail,2022-04-13
CUST00293,Dennis Njeri,Female,52,Nakuru,Nakuru,Retail,2022-06-11
CUST00294,Ali Mwangi,Male,40,Nakuru,Nakuru,Retail,2026-07-15
CUST00295,Victor Otieno,Female,37,Nairobi,Kasarani,Wholesale,2025-07-13
CUST00296,George Kiprotich,Male,19,Nyeri,Nyeri,Retail,2026-06-15
CUST00297,Mercy Wambua,Female,44,Nairobi,Westlands,Retail,2024-03-31
CUST00298,Joseph Ochieng,Male,26,Nyeri,Nyeri,Retail,2025-07-22
CUST00299,Mary Jepkoech,Male,58,Kiambu,Thika,Wholesale,2022-08-22
CUST00300,Fatma Barasa,Female,47,Mombasa,Nyali,Retail,2022-01-30
CUST00301,Ann Mbugua,Male,59,Mombasa,Nyali,Retail,2024-05-15
CUST00302,Kevin Kamau,Female,53,Kajiado,Kitengela,Retail,2026-03-02
CUST00303,Mercy Musyoka,Female,37,Nakuru,Nakuru,Retail,2025-10-15
CUST00304,Esther Musyoka,Male,23,Mombasa,Nyali,Retail,2024-12-20
CUST00305,Martin Wekesa,Female,38,Mombasa,Likoni,Retail,2023-05-16
CUST00306,Ufanisi Ltd,Company,,Kiambu,Kiambu,Corporate,2022-01-24
CUST00307,Jane Barasa,Female,43,Meru,Meru,Retail,2022-06-21
CUST00308,Beatrice Muthoni,Female,38,Kakamega,Kakamega,Retail,2022-03-02
CUST00309,Faith Wambua,Female,32,Meru,Meru,Retail,2024-07-17
CUST00310,John Musyoka,Male,21,Machakos,Machakos,Retail,2024-09-09
CUST00311,Lucy Otieno,Female,59,Machakos,Machakos,Retail,2024-08-02
CUST00312,Irene Kariuki,Female,20,Kiambu,Ruiru,Loyal,2026-03-24
CUST00313,Beatrice Kiptoo,Male,42,Kakamega,Kakamega,Retail,2025-09-22
CUST00314,Grace Njuguna,Male,46,Mombasa,Nyali,Retail,2025-01-02
CUST00315,Samuel Hassan,Female,27,Kiambu,Kiambu,Retail,2024-06-03
CUST00316,Dennis Muthoni,Male,49,Nairobi,Lang'ata,Retail,2022-01-14
CUST00317,Mary Musyoka,Male,47,Meru,Meru,Retail,2026-07-19
CUST00318,Caroline Wanjiku,Female,52,Kiambu,Kiambu,Loyal,2023-03-26
CUST00319,Jambo Solutions,Company,,Nairobi,Kasarani,SME,2024-12-11
CUST00320,Savannah Enterprises,Company,,Kiambu,Thika,SME,2023-07-25
CUST00321,Fatma Njeri,Female,48,Kiambu,Thika,Retail,2024-06-19
CUST00322,Jambo Stores,Company,,Machakos,Machakos,SME,2024-07-16
CUST00323,Lucy Njeri,Female,44,Kajiado,Kitengela,Retail,2025-05-06
CUST00324,Irene Mutua,Female,63,Nakuru,Nakuru,Wholesale,2025-11-13
CUST00325,Diana Wambua,Male,50,Uasin Gishu,Eldoret,Retail,2025-12-06
